F1	#edp_depmorp_포승읍-@-NNG
F7335	#edp_dependency_up||VP_MOD--up||NP_CNJ--up||NP_OBJ--up||VP_MOD--up||VNP_MOD--up||NP_OBJ--up||VP--up||VP--down||
F3332	#edp_dependency_맡-@-VV--주심-@-NNG--경기-@-NNG
F1313	#edp_dependency_그룹-@-NNG--아이돌-@-NNG--남성-@-NNG
F1314	#edp_depmorp_기지-@-NNG
F5699	#edp_arg2_mod_중구-@-NNG
F5801	#edp_depmorp_변산-@-NNG
F1018	#edp_arg2_mod_농화학자-@-NNG
F1315	완행선-@-NNG
F1316	#edp_depmorp_손부인-@-NNG
F7007	#edp_depmorp_민영환-@-NNG
F3334	한신-@-NNG
F5720	#edp_depmorp_쫓아내-@-VV
F3335	#edp_depmorp_맡-@-VV
F3336	#edp_dependency_down||NP_AJT--down||NP--down||
F1318	#edp_depmorp_음악가-@-NNG
F1319	#edp_dependency_현-@-NNG--아이치-@-NNG
F2873	디-@-NNG
F6342	#edp_arg1_mod_영화-@-NNG
F7370	#edp_dependency_파치니-@-NNG--보내-@-VV--밀란-@-NNG
F1320	#edp_depmorp_운암리-@-NNG
F5360	우크라이나인-@-NNG
F1321	#edp_depmorp_평택시-@-NNG
F5361	#edp_dependency_up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F1322	각본-@-NNG
F1965	원더러스-@-NNG
F7373	문제-@-NNG
F1323	#edp_depmorp_공산군-@-NNG
F3338	#edp_arg1_mod_정규앨범-@-NNG
F3297	#edp_arg1_mod_설립자-@-NNG
F7657	#edp_dependency_up||NP--up||NP--up||NP--up||
F6651	#edp_depmorp_성우-@-NNG
F1324	#edp_depmorp_중구역-@-NNG
F7587	#edp_dependency_up||VP--down||VP--down||VP--down||VP--down||NP_OBJ--down||
F3541	#edp_dependency_고조-@-NNG--부르-@-VV--타이르-@-VV--하-@-VV--때-@-NNG--설득하-@-VV--향하-@-VV
F5919	#edp_depmorp_생상-@-NNG
F1325	구역-@-NNG
F7112	#edp_arg2_mod_이끌-@-VV
F1326	주연-@-NNG
F4083	#edp_depmorp_문신-@-NNG
F3555	#edp_dependency_보스턴-@-NNG
F5366	임대되-@-VV
F3342	#edp_depmorp_후쿠시마_현-@-NNG
F3343	#edp_dependency_멤버-@-NNG--합류하-@-VV--아이들-@-NNG
F7301	#edp_dependency_유대인-@-NNG
F1328	필드-@-NNG
F5367	#edp_dependency_여객철도-@-NNG--도카-@-NNG--위치하-@-VV--시-@-NNG
F5368	당-@-NNG
F7449	한국시리즈-@-NNG
F3569	#edp_depmorp_후계자-@-NNG
F1329	#edp_depmorp_희극-@-NNG
F912	#edp_depmorp_대덕면-@-NNG
F7617	#edp_depmorp_근거-@-NNG
F7620	#edp_dependency_건너오-@-VV--천상-@-NNG--명-@-NNG--황제-@-NNG
F7626	#edp_depmorp_그루브-@-NNG
F5369	#edp_dependency_등-@-NNB--뛰-@-VV
F6148	샤를-@-NNG
F549	#edp_depmorp_비치_-@-NNG
F5370	#edp_depmorp_전하-@-VV
F1330	#edp_depmorp_탈퇴하-@-VV
F1331	#edp_depmorp_관계-@-NNG
F3586	#edp_depmorp_트빌리시-@-NNG
F1745	#edp_dependency_up||VP--up||VP--up||VP--down||NP_AJT--down||
F7378	여객철도-@-NNG
F7379	#edp_arg1_mod_선-@-NNG
F1333	#edp_arg1_mod_남동생-@-NNG
F3594	#edp_depmorp_번길-@-NNG
F1335	#edp_depmorp_승인하-@-VV
F3596	#edp_dependency_열차-@-NNG--운영하-@-VV
F1336	#edp_depmorp_임대복귀-@-NNG
F7381	#edp_dependency_down||VP--down||VP--down||VP--down||VP--down||
F5372	유대인-@-NNG
F5373	#edp_dependency_up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_OBJ--down||NP--down||NP--down||
F6345	#edp_depmorp_분산-@-NNG
F832	#edp_depmorp_극적-@-NNG
F1337	#edp_depmorp_노랑부리저어새-@-NNG
F5375	경상남도-@-NNG
F5376	홋카이도-@-NNG
F5377	#edp_depmorp_교구-@-NNG
F7383	#edp_arg1_mod_왕-@-NNG
F1028	재즈-@-NNG
F5378	회-@-NNG
F3348	#edp_arg2_mod_라이벌-@-NNG
F5332	#edp_dependency_위치하-@-VV--남부-@-NNG
F7341	#edp_depmorp_분쟁-@-NNG
F7692	긴키-@-NNG
F1501	#edp_depmorp_실패하-@-VV
F3349	지지뉴-@-NNG
F8003	지대-@-NNG
F1338	#edp_depmorp_귀족-@-NNG
F1339	#edp_dependency_삼남면-@-NNG
F7701	#edp_depmorp_장산면-@-NNG
F1340	#edp_depmorp_장모-@-NNG
F1967	#edp_dependency_up||NP_MOD--up||NP_MOD--down||
F3352	#edp_depmorp_대-@-VV
F7438	#edp_depmorp_목적-@-NNG
F8032	#edp_depmorp_왕자-@-NNG
F5379	장남-@-NNG
F5380	#edp_depmorp_일-@-NNB
F3354	#edp_dependency_대하-@-VV
F3653	여부-@-NNG
F5382	#edp_arg1_mod_초기-@-NNG
F3654	트레이드-@-NNG
F1341	#edp_dependency_up||VNP--down||VP_MOD--down||NP_OBJ--down||NP--down||NP--down||
F1342	#edp_dependency_up||NP_OBJ--up||VP--up||VP_MOD--up||VNP--down||
F5384	뉴욕-@-NNG
F2288	효고-@-NNG
F3357	#edp_dependency_있-@-VA--시-@-NNG
F1391	#edp_arg1_mod_학자문신역사가-@-NNG
F8116	#edp_depmorp_이와테-@-NNG
F7388	#edp_dependency_받-@-VV--주-@-NNG
F3358	#edp_depmorp_따-@-VV
F1345	파시즘-@-NNG
F7011	#edp_depmorp_경춘선-@-NNG
F1346	니시오키타마-@-NNG
F1347	#edp_depmorp_링크되-@-NNG
F7389	#edp_depmorp_아들이-@-VV
F6367	#edp_depmorp_광산구-@-NNG
F5387	#edp_depmorp_조지-@-NNG
F1348	일반적-@-NNG
F5388	#edp_depmorp_산스-@-NNG
F5240	#edp_depmorp_교우하-@-VV
F1349	#edp_arg1_mod_윌리엄-@-NNG
F2936	#edp_depmorp_떨어지-@-VV
F7393	컨벤션-@-NNG
F5389	#edp_depmorp_북쪽-@-NNG
F7471	#edp_depmorp_경계하-@-VV
F7395	#edp_depmorp_설거병-@-NNG
F1893	#edp_depmorp_평택제천고속도-@-NNG
F1620	#edp_arg2_mod_세기-@-NNG
F7265	#edp_depmorp_지사-@-NNG
F739	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F5703	#edp_depmorp_때문-@-NNB
F3361	#edp_depmorp_동류하-@-VV
F3030	#edp_dependency_슷키리-@-NNG--계열-@-NNG--방송망-@-NNG
F7519	#edp_depmorp_도카이-@-NNG
F3363	#edp_depmorp_평가하-@-VV
F1351	#edp_depmorp_레이미-@-NNG
F7771	#edp_dependency_up||NP_AJT--up||NP_CNJ--up||NP_MOD--up||NP_AJT--up||VP--down||
F552	클럽-@-NNG
F2004	#edp_arg1_mod_제도고속도교통영단-@-NNG
F5334	#edp_depmorp_헨리-@-NNG
F1963	동아일보-@-NNG
F3705	코레일-@-NNG
F5391	#edp_depmorp_애니메이션-@-NNG
F5961	#edp_dependency_up||NP_AJT--up||AP--up||VP--down||
F1352	과거-@-NNG
F6126	동일하-@-VA
F1353	#edp_depmorp_올림픽고속도-@-NNG
F1354	직후-@-NNG
F1355	#edp_depmorp_록-@-NNG
F7401	#edp_depmorp_운행하-@-VV
F5393	#edp_depmorp_레이던-@-NNG
F5394	조카-@-NNG
F3364	#edp_depmorp_명-@-NNB
F7014	#edp_depmorp_밀양시-@-NNG
F4671	#edp_dependency_핀란드인-@-NNG
F3365	#edp_dependency_공작-@-NNG--아들-@-NNG--태어나-@-VV
F3366	#edp_dependency_여객철도-@-NNG--도카-@-NNG--있-@-VA--가스가-@-NNG
F1616	#edp_dependency_항공사-@-NNG--위치하-@-VV
F7402	#edp_dependency_up||VP_MOD--up||VNP--up||VP_MOD--up||VNP--down||
F3728	#edp_depmorp_포함-@-NNG
F3367	브라운-@-NNG
F1357	#edp_arg2_mod_함장-@-NNG
F5397	찰스-@-NNG
F5398	#edp_dependency_up||NP_AJT--up||VP--up||VP--up||VP--up||VP--up||VP--up||VP--down||
F1242	#edp_dependency_영입하-@-VV--멜베리-@-NNG
F5399	부대-@-NNG
F2297	#edp_depmorp_트레이드되-@-VV
F7403	#edp_depmorp_항구도시-@-NNG
F1358	당대-@-NNG
F5400	#edp_dependency_up||X--up||NP_SBJ--up||NP_AJT--down||
F1359	거주지-@-NNG
F5401	무궁화호-@-NNG
F2884	#edp_dependency_쓰-@-VV
F1840	#edp_depmorp_생산하-@-VV
F7405	입단-@-NNG
F7406	#edp_dependency_up||NP_AJT--up||NP--down||
F7836	#edp_depmorp_원수-@-NNG
F3368	기점-@-NNG
F1361	#edp_dependency_동부-@-NNG
F206	#edp_dependency_up||NP_PRN--down||NP--down||
F1362	#edp_arg2_mod_소속사-@-NNG
F5403	#edp_dependency_야마가타-@-NNG
F1363	#edp_dependency_up||NP--up||NP_OBJ--up||VP--up||VP--down||NP_OBJ--down||
F7407	오다-@-NNG
F3369	승-@-NNB
F5404	논산-@-NNG
F5405	본선-@-NNG
F5406	#edp_dependency_up||VP--down||NP_AJT--down||NP_AJT--down||NP_MOD--down||
F3370	것-@-NNB
F1365	세이부-@-NNG
F2940	#edp_depmorp_보컬리스트-@-NNG
F5407	#edp_arg1_mod_즈베즈다-@-NNG
F6658	#edp_depmorp_태안군-@-NNG
F7863	#edp_depmorp_이즈카-@-NNG
F6582	#edp_dependency_up||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F3373	#edp_dependency_취임하-@-VV--선포하-@-VV--건국-@-NNG
F5409	노-@-NNG
F3374	#edp_depmorp_조연-@-NNG
F1367	근처-@-NNG
F3375	#edp_depmorp_등-@-NNG
F5410	#edp_dependency_독재자-@-NNG
F7411	#edp_depmorp_등록하-@-VV
F5411	스튜디오-@-NNG
F3376	#edp_depmorp_각본-@-NNG
F1369	때-@-NNG
F3794	#edp_depmorp_프로듀서-@-NNG
F3377	#edp_depmorp_사수하-@-VV
F4099	#edp_dependency_형제-@-NNG--외조부-@-NNG--되-@-VV--선조-@-NNG--지내-@-VV--국무총리-@-NNG
F3798	#edp_dependency_산스-@-NNG--잇-@-VV--끌-@-VV--관심-@-NNG
F1371	#edp_dependency_주-@-NNG
F3378	#edp_depmorp_톱카프-@-NNG
F1372	#edp_arg2_mod_시즌-@-NNG
F3813	#edp_depmorp_편성되-@-VV
F5415	#edp_depmorp_카지노-@-NNG
F3379	#edp_depmorp_조정-@-NNG
F7896	윤태준-@-NNG
F5416	#edp_depmorp_히가시쓰가루-@-NNG
F1373	권유-@-NNG
F7414	#edp_dependency_up||VP--up||VP_MOD--up||NP_AJT--up||VP--down||NP_OBJ--down||
F3827	현재-@-NNG
F4987	#edp_depmorp_지키-@-VV
F3833	#edp_depmorp_고사하-@-VV
F6410	#edp_dependency_왕-@-NNG--대-@-NNB
F5705	#edp_arg1_mod_철학자-@-NNG
F1376	#edp_arg2_mod_음악-@-NNG
F5418	#edp_depmorp_강남구-@-NNG
F5419	전공-@-NNG
F5420	#edp_depmorp_거론되-@-VV
F5421	#edp_depmorp_제국-@-NNG
F5767	#edp_dependency_에히메-@-NNG
F8038	#edp_dependency_up||VP--down||VP--down||NP_OBJ--down||VP_MOD--down||NP_OBJ--down||
F3381	#edp_dependency_up||VP--down||NP_SBJ--down||NP_MOD--down||
F7416	기타-@-NNG
F5422	#edp_arg2_mod_외국인-@-NNG
F7418	#edp_arg2_mod_제작하-@-VV
F1971	에메랄드나무왕뱀-@-NNG
F5586	#edp_depmorp_송파구-@-NNG
F3382	#edp_dependency_경계-@-NNG--인접하-@-VV
F7421	#edp_depmorp_장제스-@-NNG
F3384	#edp_depmorp_개설되-@-VV
F5423	#edp_depmorp_진량읍-@-NNG
F7676	#edp_depmorp_보유하-@-VV
F1377	#edp_depmorp_이전하-@-VV
F7423	#edp_arg2_mod_기록하-@-VV
F5424	#edp_dependency_군-@-NNG--슷쓰-@-NNG
F7425	#edp_depmorp_프로젝트-@-NNG
F6301	최근-@-NNG
F3870	#edp_depmorp_작사하-@-VV
F1378	#edp_depmorp_리마-@-NNG
F3385	고등학교-@-NNG
F3874	#edp_dependency_down||NP_CNJ--down||VP_MOD--down||
F1379	신-@-NNG
F6864	#edp_depmorp_대성구역-@-NNG
F5425	#edp_arg1_mod_부상당하-@-VV
F3876	#edp_depmorp_항공모함-@-NNG
F2230	#edp_depmorp_페레스-@-NNG
F7429	#edp_depmorp_기타-@-NNG
F1380	#edp_depmorp_부통령-@-NNG
F3387	#edp_arg1_mod_영부인-@-NNG
F5426	#edp_dependency_up||VP--down||VP--down||NP_SBJ--down||
F7430	#edp_depmorp_바-@-NNB
F3388	가깝-@-VA
F4312	팝-@-NNG
F7431	#edp_depmorp_군대-@-NNG
F5427	#edp_arg1_mod_미니시리즈-@-NNG
F5428	고후-@-NNG
F7432	미시간-@-NNG
F1381	율포해전-@-NNG
F3843	#edp_depmorp_대-@-NNG
F1600	#edp_arg1_mod_체코슬로바키아-@-NNG
F3390	게임-@-NNG
F6663	김세윤-@-NNG
F7434	#edp_depmorp_캘리포니아-@-NNG
F3391	#edp_dependency_지바-@-NNG
F7436	상하이-@-NNG
F1383	#edp_dependency_작품-@-NNG--영화-@-NNG
F3392	#edp_depmorp_맞서-@-VV
F1384	#edp_depmorp_분기되-@-VV
F1385	#edp_depmorp_철쭉나무-@-NNG
F1386	년제-@-NNB
F7437	#edp_depmorp_모후-@-NNG
F1387	단독-@-NNG
F3926	#edp_depmorp_발행하-@-VV
F3339	#edp_depmorp_패배-@-NNG
F5433	진행하-@-VV
F5434	#edp_arg1_mod_브뤼셀-@-NNG
F7439	#edp_depmorp_발행되-@-VV
F7912	한편-@-NNG
F5338	#edp_arg1_mod_외야수-@-NNG
F3393	소련-@-NNG
F3935	#edp_arg1_mod_경쟁자-@-NNG
F1825	#edp_dependency_보내-@-VV
F8019	#edp_depmorp_감추-@-VV
F5435	촬영-@-NNG
F7440	#edp_depmorp_체결되-@-VV
F3941	#edp_dependency_선-@-NNG--있-@-VA--지구-@-NNG--쇠데르말름-@-NNG
F1389	#edp_depmorp_기획되-@-VV
F1390	#edp_depmorp_출연-@-NNG
F3394	#edp_depmorp_조카-@-NNG
F7351	#edp_dependency_정상회담-@-NNG--가지-@-VV--방문하-@-VV--시-@-NNG
F2182	#edp_depmorp_영화화하-@-VV
F3960	용산역-@-NNG
F3961	#edp_depmorp_해석하-@-VV
F5439	#edp_depmorp_쓰-@-VV
F5440	명칭-@-NNG
F5441	#edp_arg1_mod_술탄-@-NNG
F3395	분쟁-@-NNG
F913	#edp_dependency_허브-@-NNG
F5442	#edp_dependency_up||NP_OBJ--up||VP--up||VP--up||VP--down||NP_AJT--down||NP--down||
F1393	건설하-@-VV
F5443	영국-@-NNG
F3396	#edp_depmorp_중화인민공화국-@-NNG
F5673	#edp_dependency_up||NP_SBJ--up||VP--down||VP--down||
F3397	#edp_dependency_up||VNP--down||VP--down||VP--down||VP--down||VP--down||VNP--down||VP_MOD--down||VP--down||
F1394	아시안컵-@-NNG
F1705	칠면조-@-NNG
F5991	라오스-@-NNG
F3990	#edp_dependency_up||NP_OBJ--up||VP--down||NP_AJT--down||NP--down||NP--down||
F5445	#edp_dependency_up||VP_MOD--down||VP--down||NP_AJT--down||NP--down||NP--down||NP--down||
F7086	건설-@-NNG
F5446	운행하-@-VV
F914	중국-@-NNG
F3399	#edp_depmorp_어머니-@-NNG
F3645	중반-@-NNG
F5448	#edp_arg1_mod_맨해튼-@-NNG
F2636	기간-@-NNG
F3400	돌아오-@-VV
F7445	#edp_depmorp_홍성군-@-NNG
F7446	시영-@-NNG
F1395	#edp_depmorp_소셜포비아-@-NNG
F1396	#edp_depmorp_쑹메이링-@-NNG
F5450	#edp_depmorp_방영되-@-VV
F6648	#edp_depmorp_제의-@-NNG
F1397	#edp_arg1_mod_방송되-@-VV
F5451	#edp_arg1_mod_프로듀서-@-NNG
F1398	#edp_arg2_mod_중국-@-NNG
F7447	#edp_dependency_up||VNP--down||VNP--down||NP_AJT--down||
F2993	#edp_dependency_포커스-@-NNG--시티-@-NNG
F4993	홈경기장-@-NNG
F6990	#edp_arg1_mod_총장-@-NNG
F5472	#edp_dependency_기업인-@-NNG
F1399	#edp_arg2_mod_팀-@-NNG
F5780	#edp_arg1_mod_교수-@-NNG
F6353	달러-@-NNB
F1400	#edp_depmorp_여자단식-@-NNG
F5452	#edp_depmorp_무대-@-NNG
F1401	#edp_depmorp_일부-@-NNG
F5453	#edp_dependency_일-@-NNB--의_음반-@-NNG
F7433	휴게소-@-NNG
F5454	오디토리움-@-NNG
F5455	#edp_depmorp_해피투게더_-@-NNG
F5456	우승-@-NNG
F2638	#edp_depmorp_방향-@-NNG
F6762	#edp_dependency_down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F3404	#edp_arg1_mod_계승자-@-NNG
F2948	포항-@-NNG
F4680	시간-@-NNG
F5457	필리프-@-NNG
F5458	데뷔하-@-VV
F4134	#edp_depmorp_끌-@-VV
F7454	#edp_depmorp_일-@-NNG
F7455	#edp_depmorp_분기하-@-VV
F4068	#edp_dependency_옮기-@-VV--하-@-VV--이적하-@-VV
F4070	#edp_dependency_up||VNP_MOD--up||NP_MOD--up||NP_AJT--up||VP--up||VP--up||VP--down||
F7457	그리스-@-NNG
F1402	#edp_dependency_영량사-@-NNG
F1403	#edp_depmorp_칭하-@-VV
F3408	#edp_depmorp_개편하-@-VV
F1404	#edp_dependency_왕-@-NNG
F5461	후지노미야-@-NNG
F4077	정치인-@-NNG
F5341	옹진군-@-NNG
F283	그로세토-@-NNG
F6035	#edp_depmorp_선조-@-NNG
F1406	#edp_depmorp_대립하-@-VV
F5462	#edp_depmorp_열리-@-VV
F1407	#edp_dependency_up||NP--down||NP--down||NP--down||
F3410	#edp_dependency_down||VP_MOD--down||VP--down||VP--down||VP--down||VNP--down||NP_AJT--down||NP--down||NP--down||
F3411	전철-@-NNG
F1408	#edp_dependency_up||VP--down||NP_AJT--down||NP_MOD--down||VNP_MOD--down||VP_MOD--down||NP_AJT--down||NP_MOD--down||
F7461	#edp_dependency_나가-@-VV--감독-@-NNG
F570	#edp_arg1_mod_대한민국-@-NNG
F3412	#edp_depmorp_재계약-@-NNG
F10	리버풀-@-NNG
F8045	#edp_depmorp_계기-@-NNG
F4098	#edp_arg2_mod_잉글랜드-@-NNG
F17	연극배우-@-NNG
F3414	#edp_dependency_up||NP--up||NP_AJT--up||VP_MOD--down||
F3203	#edp_depmorp_휴게소-@-NNG
F1411	#edp_depmorp_협상-@-NNG
F7463	#edp_depmorp_곡들-@-NNG
F24	왕가-@-NNG
F5980	#edp_dependency_up||VP--up||VP--down||NP_OBJ--down||
F3316	#edp_dependency_up||VP_MOD--up||NP_MOD--up||NP_AJT--down||
F3649	#edp_depmorp_경악하-@-VV
F4109	루-@-NNG
F3417	#edp_depmorp_홈런-@-NNG
F5467	#edp_dependency_북쪽-@-NNG--위치하-@-VV--도시-@-NNG--주-@-NNG
F7466	#edp_dependency_up||VNP_MOD--up||NP_AJT--up||NP_CNJ--up||NP_AJT--up||VP--down||VP--down||VP--down||NP_SBJ--down||
F7467	다음-@-NNG
F1413	늘-@-VV
F5468	#edp_depmorp_이래-@-NNB
F3418	#edp_depmorp_입법-@-NNG
F1414	도로-@-NNG
F1842	#edp_arg1_mod_소공동-@-NNG
F1415	#edp_depmorp_브라질리아-@-NNG
F7469	#edp_arg1_mod_청춘드라마-@-NNG
F7470	#edp_arg2_mod_가수-@-NNG
F1443	#edp_dependency_하-@-VV--플라멩구-@-NNG
F6668	#edp_dependency_상-@-NNG--역-@-NNG--도카이-@-NNG--있-@-VA--시-@-NNG
F7322	#edp_depmorp_올림픽-@-NNG
F3422	#edp_arg2_mod_수도-@-NNG
F5470	#edp_depmorp_김주성_-@-NNG
F5471	노륙-@-NNG
F7509	#edp_dependency_실학자-@-NNG--후기-@-NNG
F1416	#edp_arg2_mod_최대도시-@-NNG
F7472	#edp_depmorp_실각-@-NNG
F4320	#edp_dependency_up||VP_MOD--up||VNP--down||NP--down||
F1417	#edp_dependency_up||VP--down||NP_AJT--down||NP_AJT--down||
F63	#edp_depmorp_수목드라마-@-NNG
F1418	#edp_arg1_mod_이끌-@-VV
F3423	사건-@-NNG
F3298	친구-@-NNG
F3424	비롯하-@-VV
F3318	#edp_depmorp_시-@-NNB
F5473	#edp_dependency_채널-@-NNG
F7474	부인-@-NNG
F1420	#edp_depmorp_남구-@-NNG
F5474	#edp_dependency_헨리-@-NNG--활동하-@-VV--발탁되-@-VV
F4173	#edp_dependency_up||NP_OBJ--up||VP--down||NP_SBJ--down||
F7475	#edp_dependency_down||NP--down||NP_CNJ--down||
F1114	#edp_depmorp_부상-@-NNG
F7716	유다-@-NNG
F7476	#edp_arg2_mod_남인-@-NNG
F3426	#edp_dependency_up||NP--up||NP_AJT--down||
F5475	국제공항-@-NNG
F3427	중간-@-NNG
F7729	#edp_dependency_up||VP--down||NP_AJT--down||NP--down||NP--down||
F7478	#edp_depmorp_통하-@-VV
F3429	#edp_dependency_up||NP_PRN--down||X--down||NP--down||NP--down||
F1422	#edp_arg1_mod_역-@-NNG
F6152	#edp_dependency_up||VP_MOD--down||NP_AJT--down||
F4193	#edp_arg1_mod_유명하-@-VA
F100	#edp_depmorp_병사하-@-VV
F4196	#edp_depmorp_경산시-@-NNG
F7480	#edp_depmorp_터지-@-VV
F5190	#edp_dependency_퇴임-@-NNG--이후-@-NNG--지지하-@-VV--지지하-@-VV
F5478	#edp_depmorp_영등포역-@-NNG
F3432	#edp_dependency_출연-@-NNG
F4946	#edp_depmorp_출전시키-@-VV
F1426	#edp_dependency_일일드라마-@-NNG
F115	#edp_depmorp_사업-@-NNG
F7481	#edp_depmorp_실축-@-NNG
F7482	#edp_depmorp_집권당-@-NNG
F1427	#edp_dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||NP--down||NP--down||
F3433	#edp_depmorp_포스터-@-NNG
F3434	#edp_dependency_down||X--down||
F7483	#edp_dependency_up||NP_MOD--up||NP_AJT--down||
F5480	전투-@-NNG
F7484	당시-@-NNG
F1428	#edp_depmorp_계보-@-NNG
F3435	저녁-@-NNG
F3436	#edp_depmorp_발족시키-@-VV
F1429	#edp_depmorp_모바일-@-NNG
F5481	#edp_dependency_성도-@-NNG
F1430	분야-@-NNG
F3437	#edp_dependency_up||VP_MOD--up||NP--up||NP_AJT--up||VP--down||
F7499	#edp_dependency_가수-@-NNG--작곡가-@-NNG--대표하-@-VV
F527	#edp_depmorp_전시하-@-VV
F3438	#edp_dependency_up||VP_MOD--up||NP_AJT--down||NP_MOD--down||
F1431	#edp_depmorp_악재-@-NNG
F3440	헤비-@-NNG
F5483	#edp_arg1_mod_현-@-NNG
F1432	#edp_depmorp_행하-@-VV
F7718	#edp_depmorp_외손자-@-NNG
F1981	작곡-@-NNG
F149	#edp_dependency_집-@-NNB
F1433	#edp_dependency_김홍도-@-NNG--화가-@-NNG--후기-@-NNG
F7488	#edp_depmorp_서쪽-@-NNG
F5486	이스트-@-NNG
F360	#edp_dependency_구성되-@-VV
F4244	이바라키-@-NNG
F3442	#edp_dependency_up||NP--up||NP_AJT--down||VP_MOD--down||NP_AJT--down||
F1435	대구대교구-@-NNG
F5489	#edp_depmorp_호마리우-@-NNG
F920	#edp_depmorp_양산시-@-NNG
F5490	점-@-NNB
F2674	#edp_depmorp_나가-@-VV
F5491	#edp_depmorp_평화열차-@-NNG
F7384	#edp_depmorp_해-@-NNG
F1438	#edp_depmorp_상북면-@-NNG
F7490	#edp_dependency_해전-@-NNG--등-@-NNB--전초기지-@-NNG--장군-@-NNG
F6004	#edp_depmorp_성남시-@-NNG
F1439	#edp_arg1_mod_구단들-@-NNG
F6928	#edp_depmorp_배우들-@-NNG
F3443	#edp_arg2_mod_공화국-@-NNG
F7492	석현준-@-NNG
F1033	의하-@-VV
F3444	#edp_depmorp_서문-@-NNG
F8097	#edp_dependency_역-@-NNG--잇-@-VV--노선-@-NNG
F3246	#edp_depmorp_재학-@-NNG
F3445	예선-@-NNG
F1440	#edp_dependency_up||NP_AJT--down||NP_AJT--down||
F5494	#edp_depmorp_선포되-@-VV
F3446	#edp_depmorp_내준-@-VV
F569	#edp_dependency_down||NP--down||X--down||NP--down||
F7756	오-@-NNG
F3976	#edp_depmorp_중부내륙고속도로-@-NNG
F3447	오르-@-VV
F1441	#edp_depmorp_아일랜드_-@-NNG
F6675	포트-@-NNG
F3448	의사-@-NNG
F7494	#edp_dependency_up||VNP--down||VNP--down||NP_MOD--down||NP--down||
F2311	#edp_dependency_up||VP--down||VNP--down||VP_MOD--down||NP_OBJ--down||NP_CNJ--down||NP--down||
F7799	본관-@-NNG
F7495	대손-@-NNG
F3449	#edp_dependency_존슨-@-NNG--저지하-@-VV--계획-@-NNG--무장시키-@-VV--려하-@-VV--죽이-@-VV--핵심인사들-@-NNG--정부-@-NNG
F3450	구내-@-NNG
F4302	#edp_dependency_up||NP_CNJ--up||NP_OBJ--up||VP--down||VP--down||
F82	#edp_depmorp_의왕시-@-NNG
F1444	#edp_depmorp_개봉하-@-VV
F6521	#edp_dependency_갈매기속-@-NNG
F5496	최승우-@-NNG
F3451	#edp_dependency_강-@-NNG--씨-@-NNB--아들-@-NNG--문신-@-NNG--왕족-@-NNG--전기-@-NNG
F1445	#edp_depmorp_축구-@-NNG
F3453	#edp_depmorp_오종-@-NNG
F922	#edp_arg2_mod_휘하-@-NNG
F1446	자유당-@-NNG
F7046	#edp_dependency_맴버-@-NNG
F7768	떠오르-@-VV
F5498	#edp_depmorp_영향-@-NNG
F5499	#edp_dependency_철도역-@-NNG--게이세-@-NNG--위치하-@-VV--시-@-NNG
F7498	#edp_arg2_mod_중화민국-@-NNG
F3454	#edp_dependency_수이족-@-NNG
F6817	#edp_dependency_up||VP_MOD--up||NP_AJT--down||NP--down||NP_CNJ--down||
F5500	#edp_dependency_up||VNP--up||VP--down||NP_AJT--down||
F1448	부산광역시-@-NNG
F7720	#edp_depmorp_넘어오-@-VV
F1449	사상-@-NNG
F6249	#edp_dependency_재임하-@-VV--시기-@-NNG--권력-@-NNG--재임하-@-VV--총리-@-NNG
F5502	필라델피아-@-NNG
F224	싱글-@-NNG
F966	#edp_depmorp_항공사-@-NNG
F3456	#edp_dependency_클럽-@-NNG--하-@-VV
F7501	#edp_arg1_mod_경상북도-@-NNG
F7357	#edp_depmorp_캐머런-@-NNG
F5261	#edp_depmorp_연기하-@-VV
F7028	#edp_depmorp_서재필-@-NNG
F7502	유감동-@-NNG
F1450	#edp_depmorp_조사-@-NNG
F7503	영향-@-NNG
F3458	#edp_depmorp_소재지-@-NNG
F4353	축구_선수-@-NNG
F7504	#edp_depmorp_자문역-@-NNG
F7030	#edp_arg1_mod_정-@-NNG
F4875	제-@-NP
F5505	#edp_dependency_공항-@-NNG--설립되-@-VV--항공사-@-NNG
F1451	#edp_depmorp_몽고메리_-@-NNG
F1452	#edp_dependency_up||NP--up||NP_PRN--up||NP_AJT--down||
F1610	퍼스트-@-NNG
F5507	#edp_depmorp_전-@-NNG
F1706	#edp_arg1_mod_청년-@-NNG
F5508	#edp_dependency_up||VP--down||NP_AJT--down||NP_MOD--down||
F1453	#edp_dependency_up||VP--down||VNP_MOD--down||NP_AJT--down||
F4372	#edp_depmorp_변요한-@-NNG
F1454	주관하-@-VV
F6752	런던-@-NNG
F7508	#edp_dependency_up||NP--up||NP_SBJ--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F5509	#edp_depmorp_친원파-@-NNG
F6395	#edp_depmorp_혁명가-@-NNG
F7550	장미-@-NNG
